Company,Exchange,Drug_Name,FDA_Scientific_Name,Date,Classification,Day_-5_Simple,Day_-5_Log,Day_-4_Simple,Day_-4_Log,Day_-3_Simple,Day_-3_Log,Day_-2_Simple,Day_-2_Log,Day_-1_Simple,Day_-1_Log,Day_0_Simple,Day_0_Log,Day_+1_Simple,Day_+1_Log,Day_+2_Simple,Day_+2_Log,Day_+3_Simple,Day_+3_Log,Day_+4_Simple,Day_+4_Log,Day_+5_Simple,Day_+5_Log,Cumulative_Simple_-5_to_-1,Cumulative_Log_-5_to_-1,Cumulative_Simple_+1_to_+5,Cumulative_Log_+1_to_+5
Sun Pharma,NSE,Advair,Advair,2016-03-15,Good,0.015099666052338348,0.015097462373464349,-0.006309680764521743,-0.006313262538457143,0.00257973307187607,0.0025681516468886697,0.0036205494961136972,0.003613936107158597,-0.0051125760245295405,-0.005136564955433641,0.005398277943980009,0.0051505307200939085,-0.006213433086974702,-0.006252174154072203,0.0018834700239307115,0.0018313971994462115,-0.009775872648688993,-0.009869189494753395,0.006224520364047477,0.005915633915607777,0.022761817299509803,0.022714655014433503,0.009877691831276833,0.009829722633620828,0.014880501951824297,0.014340322480661895
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2017-05-25,Good,0.013415986126601605,0.013405042778313205,0.006207000587606742,0.006206252061239441,-0.006016160188017075,-0.006216902230446476,-0.005224021343197903,-0.006075184383027309,0.021736303701167234,0.021585597284670334,-0.015989295102807905,-0.016187969224798607,-0.02439749663029755,-0.02523633756294225,-0.07368550322081485,-0.08080064898962955,-0.0008180556415385478,-0.0008753641953324481,-0.01662201264782678,-0.01670204524406728,0.004115579349330695,0.004048095498522595,0.030119108884160604,0.02890480551074919,-0.11140748879114704,-0.11956630049344892
Sun Pharma,NSE,Unknown Drug,Unknown Drug,2017-10-17,Good,-0.03345239947503421,-0.03348379937561131,0.007294376653223708,0.007291994362699608,0.009736159539029579,0.00941239105535898,0.00031916789198133295,0.0002785211448978319,0.002474162994623521,0.0021721137454592185,-0.00836081695356215,-0.008361754397012148,-0.0042013922461626805,-0.00428391852559408,0.0033192404760581766,0.003285122983512176,0.021190496091947484,0.021153047910040683,-0.009541953672066795,-0.009600970953988996,-0.011399803390158612,-0.011626440208482311,-0.013628532396176066,-0.014328779067195666,-0.0006334127403824254,-0.001073158794512528
Sun Pharma,NSE,Ilumya,Ilumya,2018-03-21,Good,-0.004679275868141864,-0.004698050519629964,-0.0007827791267165391,-0.0008075200199339399,0.001212096942217647,0.0008695499724576464,0.002725089614336866,0.002667059984966866,0.00877883124780305,0.008533716134581048,-0.0045827940939420705,-0.0046178836260218695,0.011288855743913133,0.011259128662444834,0.005776982407706108,0.005706788487454708,-0.006531083724911858,-0.006532350393212658,-0.017595999462432798,-0.017603109602636398,-0.0013037585505390123,-0.0015023634463284148,0.00725396280949916,0.006564755552441657,-0.008365003586264427,-0.00867190629227793
Sun Pharma,NSE,Pharma Receives Fda,Pharma Receives Fda,2018-08-16,Good,0.01257090938591763,0.012542565555981829,-0.0038166359110114517,-0.0038265334867189516,-0.010364042526068585,-0.010839989528643585,0.0015185483732554697,0.0013607555687396682,0.022343397025158737,0.020181141469442637,-0.00016980614447729275,-0.0006035802908312925,0.006400837305395693,0.006382112297276092,-0.008235748848579957,-0.008246163855598957,-0.001300477558430076,-0.0014038644003383748,-0.004614842019751826,-0.004637113057064826,-0.0025051970626969126,-0.002624997059972713,0.0222521763472518,0.0194179395788016,-0.01025542818406308,-0.010530026075698778
Sun Pharma,NSE,Xelpros,Xelpros,2018-09-14,Good,-0.011692987747802228,-0.011901592248918225,-0.020584409533794753,-0.020775305550368554,0.000282139361699206,-0.0005199014089895884,-2.379063707681761e-06,-7.389874514718286e-05,0.016538647794850828,0.01606987412475963,-0.00783151027421448,-0.00810612130763188,-0.00953636823767988,-0.00987255695423488,-0.017820217208271386,-0.017836672420948888,0.008075282257852081,0.008026762789524583,-0.010303317247428759,-0.010537797578241559,-0.003094702823058711,-0.003243784919572513,-0.01545898918875463,-0.01720082382866392,-0.03267932325858665,-0.03346404908347326
Sun Pharma,NSE,Odefsey,Odefsey,2019-05-22,Good,-0.015452266529002699,-0.015723859465628997,0.00971666292611393,0.009695838009534729,0.006916532847498479,0.006884343838387378,0.027401628789935076,0.027344200490250374,-0.015168768430302265,-0.015232475775555167,0.02034125667981678,0.019894023762468377,-0.0026571720279287524,-0.002851537542264252,-0.01809462710462212,-0.018117512130883816,-0.012162538194105671,-0.012164884769749171,0.005128019512582921,0.005115163200468321,0.0221976569568235,0.0218455647006152,0.01341378960424252,0.012968047096988317,-0.005588660857250124,-0.006173206541813716
Sun Pharma,NSE,Anti,Anti,2021-12-16,Good,0.010158133320344744,0.010153924154939244,0.002439856890749807,0.0024376426706162074,-0.0059417093919938175,-0.005943055954184418,-0.008555185049457303,-0.008592284838957404,0.022346173085615033,0.02203396618345793,0.005073191085613077,0.004977921940670177,0.021402978337101822,0.02138572119529872,-0.004645914168735232,-0.004667145752671931,0.006726550432746611,0.00654622604933091,0.002183516670320417,0.0018920169146395167,-0.023063529519160325,-0.023083663200304024,0.020447268855258466,0.02009019221587156,0.002603601752273293,0.002073155206293191
Sun Pharma,NSE,Deuruxolitinib,Deuruxolitinib,2023-10-06,Good,-0.0022986014154413627,-0.0023212195577989626,-0.004891224161289905,-0.005157865881877506,-0.0005933329283720028,-0.0007046194908244038,0.005428371968447362,0.0053075776360490615,0.00038233817644816367,0.0003735677187923633,0.0020242812829941873,0.0019975656901543874,-0.0009690347571259961,-0.0009761602388283961,0.007178017435060883,0.007173308235919983,-0.004140137459491766,-0.004142129581551366,-0.00031046746746124987,-0.00031153488933004974,0.021672076781214304,0.021585960922369002,-0.0019724483602077446,-0.0025025595756594477,0.023430454532196176,0.02332944444857917
Sun Pharma,NSE,Sun Pharma,Sun Pharma,2024-07-26,Good,0.0016047998246491828,0.0014744789977369846,-0.0006718448230660437,-0.0007423410859072437,-0.0017430502467407384,-0.0017831060173945385,-0.0031825118775949436,-0.0032441606575746434,4.3761455171993646e-05,-0.000358165120755205,0.009211201211815446,0.008796256234133246,0.012792668228239025,0.012778934780433224,-0.0026422884256871986,-0.002721876211316799,0.006539175573179151,0.006485144137474651,-0.0009313745683387339,-0.0009342923727982337,0.0002437078853038694,0.00019800795814787012,-0.003948845667580549,-0.004653293883894646,0.016001888692696115,0.015805918291940713
Sun Pharma,NSE,Gets Usfda Fast,Gets Usfda Fast,2024-09-06,Good,-0.0018904362381249352,-0.0019676429793363363,0.0025965811601700722,0.0025916753748932726,0.0014805212422406948,0.0014775140206200951,-0.007788936218336696,-0.007857847950829196,-8.364681844183703e-05,-8.9662287187237e-05,0.010742516009247029,0.01074194574536783,-0.004053981653778167,-0.004055077688020667,-0.0039524255261809745,-0.003983930311530473,0.006945699494369005,0.006932780863654105,0.011403139606366129,0.01134658056999133,-0.0045886665015874165,-0.004608250099606617,-0.0056859168724927005,-0.005845963821839401,0.005753765419188576,0.005632103334487679
Sun Pharma,NSE,Sun Pharma,Sun Pharma,2025-05-16,Good,-0.004568176774730896,-0.004649193728031097,-0.03150498276375169,-0.03208193299363538,-0.0005815710149157348,-0.0006148792016754355,-0.010971795930518925,-0.010983391529245025,0.005876483920512611,0.005704253132559711,-0.0006671313860975255,-0.0006716052382249255,-0.00016009385881739094,-0.00016377026151019125,0.0012597445338822372,0.001175209104138538,-0.0010124084871492283,-0.0011102388416665276,0.005242684970170014,0.005213929429919914,-0.011853014442988368,-0.01206443570026707,-0.04175004256340464,-0.04262514432002723,-0.006523087284902737,-0.0069493062693853375
Biocon,NSE,Biocon Gets Fda,Biocon Gets Fda,2019-12-03,Good,0.015919540293381346,0.015675945108696247,0.02671712530240402,0.02568384716518752,0.018372502503561015,0.018039352369421814,0.004703909589647933,0.004676385707327033,0.020212702749373604,0.0201052023061139,0.0045358446798840065,0.004535783481381107,-0.005479433591686525,-0.005493167860143026,0.002936765552992901,0.002934580177175601,0.00869373766378745,0.00865886942949805,-0.0008812963614524953,-0.0008815356719981953,0.0011081983109644555,0.0011069889652070555,0.08592578043836792,0.08418073265674651,0.006377971574605786,0.006325735039739485
Biocon,NSE,Semglee,Semglee,2020-06-11,Good,0.006399994915144765,0.005983205142337064,-0.009538943376008245,-0.009592233508060344,-0.008940321849370313,-0.009173327929697514,-0.01795058470082183,-0.01795113469924173,0.016578757864520257,0.016345648869108154,0.012146657201054602,0.012116910596175503,-0.00504133682687686,-0.00505683075710086,0.000757033626155458,0.0007316171502791584,-0.003305868270665991,-0.0033259355703559915,0.019882750613322717,0.019482404261022417,-0.005473163468264378,-0.0054893587327403785,-0.013451097146535366,-0.01438784212555437,0.006819415673670946,0.006341896351104345
Biocon,NSE,Lantus,Lantus,2021-06-11,Good,0.0010916713573426466,0.0010915364315088466,0.008390197863357984,0.008332486695950384,0.019517249244353913,0.018937368601627015,0.008245685165147643,0.008232755369590143,0.01233826827617747,0.01202253761907287,-0.011098352545785508,-0.011098534166143308,-0.004441658321574501,-0.004467044566720001,0.0009034079744588207,0.0008963154662165206,-0.011097090714670882,-0.011254913680432781,-0.0010554100810644205,-0.0011209731138681206,-0.0014691450252307145,-0.0014694280816060145,0.04958307190637966,0.048616684717749256,-0.0171598961680817,-0.017416043976410396
Biocon,NSE,Semglee,Semglee,2021-07-29,Good,-0.00959891638703227,-0.00960370668453147,-0.014045314787538298,-0.014118319676499395,-0.019499588555379716,-0.019739059822940216,0.01699693839252606,0.01666498491434006,0.010140598016823009,0.010124614505990809,-0.0018114592108758125,-0.0018139348459995123,-0.02461102933661495,-0.024660041292897252,0.0062850679884093015,0.006240721653295002,-0.010441006135867882,-0.010442618793866681,-0.00707229973709042,-0.00711775289427942,-0.004313154639471003,-0.004320242421097202,-0.016006283320601212,-0.016671486763640216,-0.04015242186063495,-0.04029993374884555
Biocon,NSE,Fda,Fda,2024-05-21,Good,-0.00909830439867794,-0.00912833732931664,0.019418296326442458,0.01895753201851646,0.004614060821939291,0.004608899039904891,-0.015249034955429301,-0.015446024546314304,0.002940481208107396,0.002940427763457796,0.002617410131478675,0.002601102572446775,-0.004126934644559026,-0.004127581536570526,0.023830195268615566,0.023534478444285165,0.011425459837425562,0.011347734951114161,-0.007139969188156855,-0.007240128190748755,0.0014286848967608448,0.0013893997864438462,0.0026254990023819036,0.0019324969462482019,0.025417436170086093,0.024903903454523892
Biocon,NSE,Daptomycin Injection,Daptomycin Injection,2024-08-30,Good,-0.013991906025273285,-0.014087239763167286,0.003672474177339946,0.0036614971690475456,-0.00520956840075667,-0.005210571050350271,0.002288546394407941,0.002226315704831342,0.0015744111894420132,0.0015682566814875132,-0.0009835083922538918,-0.0010358726062631926,0.01522542153463157,0.015154296131969868,-0.002172034227000687,-0.002180576845351387,0.03334595293318289,0.032213177619637885,0.010652029422562263,0.010610934007482864,-0.016257083255432916,-0.01654731497369142,-0.011666042664840054,-0.011841741258151156,0.040794286407943116,0.03925051594004781
Biocon,NSE,Secures Us Fda,Secures Us Fda,2024-12-01,Good,0.010433179316208364,0.010327187387391865,0.04005707840243516,0.03891943432532656,0.015523484671181698,0.015380366240954697,0.014257916692501173,0.014149790705710874,-0.008431866267624533,-0.008437289665745733,0.010301868424005923,0.009918836912699024,-0.0028356374026026624,-0.002843643706948263,0.01258059981486053,0.01245943225590853,-0.01683741585082346,-0.01690663484831346,0.00665339213067482,0.00657227266494692,-0.0209617016685755,-0.021346799785249202,0.07183979281470186,0.07033948899363826,-0.021400762976466276,-0.022065373419655476
Biocon,NSE,Unknown Drug,Unknown Drug,2025-01-07,Good,-0.008011539458455091,-0.008032049853087992,0.009536356525306081,0.009492050620287082,0.008503826580521116,0.008431610693648416,0.0005842874006626655,0.0005264502102501657,-0.021451866729845875,-0.021917166300144977,0.046612006077713375,0.044417634181347074,-0.023179567669208815,-0.023613222603473014,-4.852177678530377e-05,-4.94298707738039e-05,-0.009458282589362675,-0.009810355689584976,0.017844945860957556,0.017776166045588557,0.03889830917690895,0.037082867403493355,-0.010838935681811103,-0.011499104629047305,0.024056883002509716,0.021386025285250118
Biocon,NSE,Pharma Gets Usfda,Pharma Gets Usfda,2025-03-24,Good,0.007427813474389464,0.006939600724621263,-0.0006722960020706152,-0.0006722960020706152,0.00793349325541082,0.0076023410895456195,-0.008948832373080168,-0.008951574052678168,-0.003045405163849855,-0.0030838559619937554,0.007689135406746193,0.007576088440205692,0.007779283697163933,0.007773852122453833,0.0037817277548467584,0.0037816349524355582,-0.0012903139575811502,-0.0013216486257431508,-0.0047747898979778386,-0.00483732274454654,-0.0021466801818929796,-0.0021757763888972798,0.002694773190799646,0.0018342157974243437,0.003349227414558723,0.00322073931570242
Biocon,NSE,Jobevne,Jobevne,2025-04-10,Good,0.003534265208974671,0.0034966430212324713,-0.002641216318531663,-0.0026993032595410624,-0.017830478314451288,-0.019226661991790885,-0.03218583684319688,-0.03418640399812027,0.024774786424835854,0.023652410613699652,-0.026541155005033172,-0.02781574084918207,0.013174634315511802,0.0126269016044398,0.012556836868800821,0.011820926033984724,0.001103431594862033,0.0011030158373906331,-0.007083584594528745,-0.007104825429747145,-0.0016773718106283184,-0.0016790098552705182,-0.024348479842369306,-0.028963315614520098,0.01807394637401759,0.01676700819079749
Dr. Reddy's,NSE,Zembrace,Zembrace,2016-02-01,Good,0.02459038894708861,0.023588750637357814,-0.006015460029499238,-0.006041621855332238,0.00410593179462438,0.0038218779217333784,0.008866226091677008,0.008784377564803807,0.008507032240260452,0.008027683512485253,-0.009629514462992737,-0.009787652689974138,0.022159120058325002,0.0221589051075096,-0.0009326472394352754,-0.0010203674301532753,-0.003214154928109278,-0.003214161705640278,0.011075668592394314,0.010530423428775419,0.0014674586546291404,0.0013891384685284416,0.04005411904415121,0.03818106778104802,0.030555445137803904,0.029843937869019906
Dr. Reddy's,NSE,Unknown Drug,Unknown Drug,2017-01-24,Good,-0.004269707092074396,-0.004274011141461396,-0.004590935802932363,-0.004637069773152764,0.0011877276295445861,0.0011842215564387862,0.009327131571387275,0.009324179639261375,-0.009116152833677907,-0.009148793160989807,0.007674727609059974,0.007531858717003475,0.0007873116271398433,0.0007576749253415428,-0.0013908297924035704,-0.0013910004738107704,0.003203592700107196,0.003175505486777596,0.010223131924689675,0.010222963773636375,-0.0025307384447544397,-0.00254779957505834,-0.007461936527752804,-0.007551472879903806,0.010292468014778705,0.010217344136886405
Dr. Reddy's,NSE,Buprenorphine,Buprenorphine,2018-05-15,Good,0.005094140448095693,0.005090678845775593,-0.0013258302845596155,-0.0013389235120877157,-0.018443561239097753,-0.019115408212575152,0.014515645475832221,0.014515543192554822,0.005237234821613925,0.005144373654772725,-0.0009489862812333016,-0.0009595260224441022,-0.007881216099181557,-0.007907582612376557,-0.010239599697048338,-0.010275295965865438,0.007879044910717836,0.007876040984700036,-0.004144208659359203,-0.005182451787821701,0.026107088010133943,0.024286181178777046,0.005077629221884471,0.004296263968440272,0.011721108465262683,0.008796891797413385
Dr. Reddy's,NSE,Suboxone,Suboxone,2018-06-15,Good,0.007118723983609472,0.005916089518147573,0.004532173787501301,0.004484070782286301,0.025841569226218063,0.02455539829754096,0.019655989596919415,0.019215715203270214,-0.004458729738794358,-0.004475518984532358,0.012632691211506782,0.012018810256262686,0.013152820764037275,0.013036652349201075,0.014129322692286648,0.014124841158249048,-0.01705694251444426,-0.01711300480204026,-0.007103562861326107,-0.007342186885487706,-0.011820803777410599,-0.0118573118262494,0.05268972685545389,0.04969575481671269,-0.00869916569685704,-0.009151010006327242
Dr. Reddy's,NSE,Us After Fda,Us After Fda,2019-07-23,Good,-0.001799334007055873,-0.0019703805121414723,-0.005708353003927402,-0.005715633073492402,-0.0002702331169547995,-0.0002783830332772001,0.021025768992805543,0.02089693268581744,-0.009685604257769763,-0.009712885495285963,-0.002223841416553237,-0.002303801309481138,0.008802195089971352,0.008802188445206652,0.005444260977124818,0.005223066365589019,0.006938911314755963,0.006757687401685163,0.00048100240750087106,0.00030099135372256905,-0.004185579591741609,-0.004827350965614707,0.0035622446070977063,0.0032196505716204048,0.017480790197611396,0.016256582600588695
Dr. Reddy's,NSE,Revlimid,Revlimid,2020-08-26,Good,-0.005759174943395307,-0.005783027017406007,0.002062949432791395,0.0020585849460570947,-0.003640494936892304,-0.003645203714899004,-0.0013711007128355303,-0.00137845747142253,0.0025499396400725603,0.002499321969552661,-0.0026774634144316016,-0.002678729882509002,-0.0028019281258540142,-0.002802056791298714,-0.023568401506631004,-0.023669198654354105,0.01657849401164152,0.01625926408298722,-0.011447067401191148,-0.01165353285739465,0.00011245605115920671,0.0001124391539113067,-0.006157881520259185,-0.006248781288117787,-0.02112644697087544,-0.021753085066148942
Dr. Reddy's,NSE,Laboratories Gets Fda,Laboratories Gets Fda,2022-02-09,Good,0.007959056404395606,0.007661975630671707,-0.007833362627263588,-0.007876110410523088,-0.006063446354986691,-0.006076955732803091,-0.010081100967404905,-0.010129666796237205,-0.004435316703960358,-0.004439685401481057,0.005857393962187616,0.005799186696642015,0.0006406728983694905,0.0006405732849522905,-0.0009047444903175789,-0.00095883024702338,-0.005527210699715582,-0.005924616986981782,-0.0007496339492364112,-0.0008984277679117102,0.011100066091431823,0.011058965100219423,-0.020454170249219937,-0.020860442710372733,0.004559149850531741,0.003917663383254842
Dr. Reddy's,NSE,Revlimid,Revlimid,2022-09-08,Good,0.009767199619847735,0.009715667640501835,0.005667381131684144,0.005663192779557444,0.0017967981843591656,0.0017800451309407652,0.003692848504730092,0.0036753917190936914,-0.010954115935310507,-0.010956949734356906,0.005880977738579221,0.005867194076542321,-0.002788604464918983,-0.002796129314894783,0.0006878124734926051,0.0006868027152926052,-0.0016596643137524335,-0.0016615408195523335,-0.005447413644371093,-0.005489176600994093,0.002664134974305286,0.0026063275714345857,0.00997011150531063,0.009877347535736828,-0.006543734975244618,-0.006653716448714018
Dr. Reddy's,NSE,Unknown Drug,Unknown Drug,2023-03-07,Good,-0.013090090896590528,-0.013213188106430027,-0.012190921051475219,-0.012474212452785018,0.006619102523772149,0.006598748427693549,0.010784521976385854,0.010727883935162255,0.00421536774257599,0.00415763081807829,-8.971515542712189e-05,-8.975481018352194e-05,0.004963225974777871,0.004958962858330772,-0.005307860453641712,-0.005360592552317411,0.0018247826950803406,0.0018192418351771406,0.005038225484868193,0.005021793898285093,-0.003382992202467444,-0.003394408446538644,-0.003662019705331754,-0.004203137378280951,0.003135381498617249,0.0030449975929369506
Dr. Reddy's,NSE,Unknown Drug,Unknown Drug,2024-08-12,Good,0.001844429250632544,0.0016023968591164436,0.00788657431662611,0.00788634120174841,-0.00470450755114751,-0.00485541688590441,0.008210495875560058,0.00820900918524746,0.010145170202324187,0.010086856981517388,-0.012487181508909324,-0.012653003473156725,0.006029777509123913,0.005989686057077212,-0.005274287037946381,-0.0055023717975861836,-0.013618859167184555,-0.013619459561837756,0.007576933982178461,0.007428439432938663,0.00045049854940423274,0.0004201340019177333,0.02338216209399539,0.02292918734172529,-0.004835936164424329,-0.005283571867490331
